品种,合约,合约月份,日期,收盘价
菜油,OI2701,01,20260319,9599.0
菜油,OI2701,01,20260320,9631.0
菜油,OI2701,01,20260323,9749.0
菜油,OI2701,01,20260324,9645.0
菜油,OI2701,01,20260325,9567.0
菜油,OI2701,01,20260326,9669.0
菜油,OI2701,01,20260327,9718.0
菜油,OI2701,01,20260330,9739.0
菜油,OI2701,01,20260331,9718.0
菜油,OI2701,01,20260401,9583.0
菜油,OI2701,01,20260402,9691.0
菜油,OI2701,01,20260403,9656.0
菜油,OI2701,01,20260407,9677.0
菜油,OI2701,01,20260408,9393.0
菜油,OI2701,01,20260409,9420.0
菜油,OI2701,01,20260410,9441.0
菜油,OI2701,01,20260413,9410.0
菜油,OI2701,01,20260414,9406.0
菜油,OI2701,01,20260415,9404.0
菜油,OI2701,01,20260416,9387.0
菜油,OI2701,01,20260417,9434.0
菜油,OI2701,01,20260420,9493.0
菜油,OI2701,01,20260421,9559.0
菜油,OI2701,01,20260422,9645.0
菜油,OI2701,01,20260423,9629.0
菜油,OI2701,01,20260424,9685.0
菜油,OI2701,01,20260427,9696.0
菜油,OI2701,01,20260428,9757.0
菜油,OI2701,01,20260429,9878.0
菜油,OI2701,01,20260430,9900.0
菜油,OI2701,01,20260506,9916.0
菜油,OI2701,01,20260507,9862.0
菜油,OI2701,01,20260508,9746.0
菜油,OI2701,01,20260511,9766.0
菜油,OI2701,01,20260512,9700.0
菜油,OI2701,01,20260513,9681.0
菜油,OI2701,01,20260514,9661.0
菜油,OI2701,01,20260515,9528.0
菜油,OI2701,01,20260518,9565.0
菜油,OI2701,01,20260519,9767.0
菜油,OI2701,01,20260520,9859.0
菜油,OI2701,01,20260521,9726.0
菜油,OI2701,01,20260522,9630.0
菜油,OI2701,01,20260525,9632.0
菜油,OI2701,01,20260526,9630.0
菜油,OI2701,01,20260527,9671.0
菜油,OI2701,01,20260528,9826.0
菜油,OI2701,01,20260529,9867.0
菜油,OI2701,01,20260601,9897.0
菜油,OI2701,01,20260602,9957.0
菜油,OI2701,01,20260603,10277.0
菜油,OI2701,01,20260604,10258.0
菜油,OI2701,01,20260605,9948.0
菜油,OI2701,01,20260608,9976.0
菜油,OI2701,01,20260609,9877.0
菜油,OI2701,01,20260610,9844.0
菜油,OI2701,01,20260611,9922.0
菜油,OI2701,01,20260612,9842.0
菜油,OI2701,01,20260615,9799.0
菜油,OI2701,01,20260616,9825.0
菜油,OI2701,01,20260617,9758.0
菜油,OI2701,01,20260618,9648.0
菜油,OI2701,01,20260622,9631.0
菜油,OI2701,01,20260623,9619.0
菜油,OI2701,01,20260624,9700.0
菜油,OI2701,01,20260625,9512.0
菜油,OI2701,01,20260626,9609.0
菜油,OI2701,01,20260629,9682.0
菜油,OI2701,01,20260630,9615.0
菜油,OI2701,01,20260701,9527.0
菜油,OI2701,01,20260702,9506.0
菜油,OI2701,01,20260703,9558.0
菜油,OI2701,01,20260706,9646.0
菜油,OI2701,01,20260707,9742.0
菜油,OI2701,01,20260708,9744.0
菜油,OI2701,01,20260709,9789.0
菜油,OI2701,01,20260710,9792.0
菜油,OI2701,01,20260713,9770.0
菜油,OI2701,01,20260714,9833.0
菜油,OI2701,01,20260715,9839.0
菜油,OI2701,01,20260716,9930.0
菜油,OI2701,01,20260717,9839.0
菜油,OI2701,01,20260720,9948.0
菜油,OI2701,01,20260721,9945.0
菜油,OI2701,01,20260722,9872.0
菜油,OI2701,01,20260723,10087.0
菜油,OI2701,01,20260724,10192.0
菜油,OI2701,01,20260727,9919.0
菜油,OI2701,01,20260728,9809.0
菜油,OI2701,01,20260729,9827.0
菜油,OI2701,01,20260730,9779.0
菜油,OI2701,01,20260731,9779.0
菜油,OI2701,01,20260803,9732.0
菜油,OI2701,01,20260804,9864.0
菜油,OI2701,01,20260805,9876.0
菜油,OI2701,01,20260806,9902.0
菜油,OI2701,01,20260807,9908.0
菜油,OI2701,01,20260810,9931.0
菜油,OI2701,01,20260811,9983.0
菜油,OI2701,01,20260812,9945.0
菜油,OI2701,01,20260813,9996.0
菜油,OI2701,01,20260814,10152.0
菜油,OI2701,01,20260817,10147.0
菜油,OI2701,01,20260818,10171.0
菜油,OI2701,01,20260819,10317.0
菜油,OI2701,01,20260820,10434.0
菜油,OI2701,01,20260821,10305.0
菜油,OI2701,01,20260824,10208.0
菜油,OI2701,01,20260825,10100.0
菜油,OI2701,01,20260826,10102.0
菜油,OI2701,01,20260827,10128.0
菜油,OI2701,01,20260828,10201.0
菜油,OI2701,01,20260831,10254.0
菜油,OI2701,01,20260901,10254.0
菜油,OI2701,01,20260902,10205.0
菜油,OI2701,01,20260903,10194.0
菜油,OI2703,03,20260724,10122.0
菜油,OI2703,03,20260727,9845.0
菜油,OI2703,03,20260728,9735.0
菜油,OI2703,03,20260729,9752.0
菜油,OI2703,03,20260730,9702.0
菜油,OI2703,03,20260731,9700.0
菜油,OI2703,03,20260803,9646.0
菜油,OI2703,03,20260804,9768.0
菜油,OI2703,03,20260805,9782.0
菜油,OI2703,03,20260806,9816.0
菜油,OI2703,03,20260807,9825.0
菜油,OI2703,03,20260810,9853.0
菜油,OI2703,03,20260811,9905.0
菜油,OI2703,03,20260812,9871.0
菜油,OI2703,03,20260813,9908.0
菜油,OI2703,03,20260814,10026.0
菜油,OI2703,03,20260817,10023.0
菜油,OI2703,03,20260818,10053.0
菜油,OI2703,03,20260819,10234.0
菜油,OI2703,03,20260820,10340.0
菜油,OI2703,03,20260821,10202.0
菜油,OI2703,03,20260824,10125.0
菜油,OI2703,03,20260825,10008.0
菜油,OI2703,03,20260826,10013.0
菜油,OI2703,03,20260827,10036.0
菜油,OI2703,03,20260828,10114.0
菜油,OI2703,03,20260831,10175.0
菜油,OI2703,03,20260901,10173.0
菜油,OI2703,03,20260902,10133.0
菜油,OI2703,03,20260903,10120.0
菜油,OI2705,05,20260520,9817.0
菜油,OI2705,05,20260521,9665.0
菜油,OI2705,05,20260522,9567.0
菜油,OI2705,05,20260525,9594.0
菜油,OI2705,05,20260526,9590.0
菜油,OI2705,05,20260527,9605.0
菜油,OI2705,05,20260528,9746.0
菜油,OI2705,05,20260529,9780.0
菜油,OI2705,05,20260601,9828.0
菜油,OI2705,05,20260602,9875.0
菜油,OI2705,05,20260603,10080.0
菜油,OI2705,05,20260604,10077.0
菜油,OI2705,05,20260605,9828.0
菜油,OI2705,05,20260608,9844.0
菜油,OI2705,05,20260609,9766.0
菜油,OI2705,05,20260610,9760.0
菜油,OI2705,05,20260611,9850.0
菜油,OI2705,05,20260612,9792.0
菜油,OI2705,05,20260615,9744.0
菜油,OI2705,05,20260616,9758.0
菜油,OI2705,05,20260617,9676.0
菜油,OI2705,05,20260618,9591.0
菜油,OI2705,05,20260622,9567.0
菜油,OI2705,05,20260623,9560.0
菜油,OI2705,05,20260624,9635.0
菜油,OI2705,05,20260625,9449.0
菜油,OI2705,05,20260626,9546.0
菜油,OI2705,05,20260629,9615.0
菜油,OI2705,05,20260630,9575.0
菜油,OI2705,05,20260701,9457.0
菜油,OI2705,05,20260702,9435.0
菜油,OI2705,05,20260703,9473.0
菜油,OI2705,05,20260706,9564.0
菜油,OI2705,05,20260707,9643.0
菜油,OI2705,05,20260708,9651.0
菜油,OI2705,05,20260709,9708.0
菜油,OI2705,05,20260710,9700.0
菜油,OI2705,05,20260713,9657.0
菜油,OI2705,05,20260714,9729.0
菜油,OI2705,05,20260715,9739.0
菜油,OI2705,05,20260716,9828.0
菜油,OI2705,05,20260717,9732.0
菜油,OI2705,05,20260720,9839.0
菜油,OI2705,05,20260721,9833.0
菜油,OI2705,05,20260722,9777.0
菜油,OI2705,05,20260723,9987.0
菜油,OI2705,05,20260724,10085.0
菜油,OI2705,05,20260727,9810.0
菜油,OI2705,05,20260728,9702.0
菜油,OI2705,05,20260729,9730.0
菜油,OI2705,05,20260730,9679.0
菜油,OI2705,05,20260731,9671.0
菜油,OI2705,05,20260803,9617.0
菜油,OI2705,05,20260804,9725.0
菜油,OI2705,05,20260805,9735.0
菜油,OI2705,05,20260806,9762.0
菜油,OI2705,05,20260807,9763.0
菜油,OI2705,05,20260810,9785.0
菜油,OI2705,05,20260811,9826.0
菜油,OI2705,05,20260812,9800.0
菜油,OI2705,05,20260813,9841.0
菜油,OI2705,05,20260814,9940.0
菜油,OI2705,05,20260817,9938.0
菜油,OI2705,05,20260818,9974.0
菜油,OI2705,05,20260819,10144.0
菜油,OI2705,05,20260820,10263.0
菜油,OI2705,05,20260821,10155.0
菜油,OI2705,05,20260824,10058.0
菜油,OI2705,05,20260825,9934.0
菜油,OI2705,05,20260826,9941.0
菜油,OI2705,05,20260827,9973.0
菜油,OI2705,05,20260828,10066.0
菜油,OI2705,05,20260831,10120.0
菜油,OI2705,05,20260901,10128.0
菜油,OI2705,05,20260902,10070.0
菜油,OI2705,05,20260903,10062.0
菜粕,RM2609,09,20260105,2407.0
菜粕,RM2609,09,20260106,2437.0
菜粕,RM2609,09,20260107,2465.0
菜粕,RM2609,09,20260108,2419.0
菜粕,RM2609,09,20260109,2398.0
菜粕,RM2609,09,20260112,2394.0
菜粕,RM2609,09,20260113,2378.0
菜粕,RM2609,09,20260114,2356.0
菜粕,RM2609,09,20260115,2351.0
菜粕,RM2609,09,20260116,2323.0
菜粕,RM2609,09,20260119,2287.0
菜粕,RM2609,09,20260120,2282.0
菜粕,RM2609,09,20260121,2266.0
菜粕,RM2609,09,20260122,2278.0
菜粕,RM2609,09,20260123,2278.0
菜粕,RM2609,09,20260126,2302.0
菜粕,RM2609,09,20260127,2293.0
菜粕,RM2609,09,20260128,2309.0
菜粕,RM2609,09,20260129,2333.0
菜粕,RM2609,09,20260130,2306.0
菜粕,RM2609,09,20260202,2297.0
菜粕,RM2609,09,20260203,2287.0
菜粕,RM2609,09,20260204,2292.0
菜粕,RM2609,09,20260205,2284.0
菜粕,RM2609,09,20260206,2286.0
菜粕,RM2609,09,20260209,2286.0
菜粕,RM2609,09,20260210,2292.0
菜粕,RM2609,09,20260211,2330.0
菜粕,RM2609,09,20260212,2349.0
菜粕,RM2609,09,20260213,2348.0
菜粕,RM2609,09,20260224,2342.0
菜粕,RM2609,09,20260225,2364.0
菜粕,RM2609,09,20260226,2361.0
菜粕,RM2609,09,20260227,2357.0
菜粕,RM2609,09,20260302,2360.0
菜粕,RM2609,09,20260303,2369.0
菜粕,RM2609,09,20260304,2356.0
菜粕,RM2609,09,20260305,2367.0
菜粕,RM2609,09,20260306,2409.0
菜粕,RM2609,09,20260309,2462.0
菜粕,RM2609,09,20260310,2442.0
菜粕,RM2609,09,20260311,2470.0
菜粕,RM2609,09,20260312,2470.0
菜粕,RM2609,09,20260313,2472.0
菜粕,RM2609,09,20260316,2484.0
菜粕,RM2609,09,20260317,2455.0
菜粕,RM2609,09,20260318,2427.0
菜粕,RM2609,09,20260319,2438.0
菜粕,RM2609,09,20260320,2463.0
菜粕,RM2609,09,20260323,2455.0
菜粕,RM2609,09,20260324,2431.0
菜粕,RM2609,09,20260325,2407.0
菜粕,RM2609,09,20260326,2422.0
菜粕,RM2609,09,20260327,2403.0
菜粕,RM2609,09,20260330,2379.0
菜粕,RM2609,09,20260331,2362.0
菜粕,RM2609,09,20260401,2336.0
菜粕,RM2609,09,20260402,2344.0
菜粕,RM2609,09,20260403,2319.0
菜粕,RM2609,09,20260407,2331.0
菜粕,RM2609,09,20260408,2335.0
菜粕,RM2609,09,20260409,2340.0
菜粕,RM2609,09,20260410,2343.0
菜粕,RM2609,09,20260413,2347.0
菜粕,RM2609,09,20260414,2350.0
菜粕,RM2609,09,20260415,2343.0
菜粕,RM2609,09,20260416,2344.0
菜粕,RM2609,09,20260417,2320.0
菜粕,RM2609,09,20260420,2336.0
菜粕,RM2609,09,20260421,2356.0
菜粕,RM2609,09,20260422,2410.0
菜粕,RM2609,09,20260423,2381.0
菜粕,RM2609,09,20260424,2371.0
菜粕,RM2609,09,20260427,2379.0
菜粕,RM2609,09,20260428,2395.0
菜粕,RM2609,09,20260429,2417.0
菜粕,RM2609,09,20260430,2421.0
菜粕,RM2609,09,20260506,2393.0
菜粕,RM2609,09,20260507,2369.0
菜粕,RM2609,09,20260508,2387.0
菜粕,RM2609,09,20260511,2404.0
菜粕,RM2609,09,20260512,2376.0
菜粕,RM2609,09,20260513,2378.0
菜粕,RM2609,09,20260514,2360.0
菜粕,RM2609,09,20260515,2324.0
菜粕,RM2609,09,20260518,2319.0
菜粕,RM2609,09,20260519,2373.0
菜粕,RM2609,09,20260520,2375.0
菜粕,RM2609,09,20260521,2333.0
菜粕,RM2609,09,20260522,2337.0
菜粕,RM2609,09,20260525,2312.0
菜粕,RM2609,09,20260526,2300.0
菜粕,RM2609,09,20260527,2286.0
菜粕,RM2609,09,20260528,2304.0
菜粕,RM2609,09,20260529,2301.0
菜粕,RM2609,09,20260601,2327.0
菜粕,RM2609,09,20260602,2299.0
菜粕,RM2609,09,20260603,2310.0
菜粕,RM2609,09,20260604,2283.0
菜粕,RM2609,09,20260605,2256.0
菜粕,RM2609,09,20260608,2240.0
菜粕,RM2609,09,20260609,2231.0
菜粕,RM2609,09,20260610,2239.0
菜粕,RM2609,09,20260611,2250.0
菜粕,RM2609,09,20260612,2259.0
菜粕,RM2609,09,20260615,2262.0
菜粕,RM2609,09,20260616,2280.0
菜粕,RM2609,09,20260617,2280.0
菜粕,RM2609,09,20260618,2286.0
菜粕,RM2609,09,20260622,2271.0
菜粕,RM2609,09,20260623,2303.0
菜粕,RM2609,09,20260624,2316.0
菜粕,RM2609,09,20260625,2266.0
菜粕,RM2609,09,20260626,2305.0
菜粕,RM2609,09,20260629,2296.0
菜粕,RM2609,09,20260630,2247.0
菜粕,RM2609,09,20260701,2268.0
菜粕,RM2609,09,20260702,2275.0
菜粕,RM2609,09,20260703,2257.0
菜粕,RM2609,09,20260706,2304.0
菜粕,RM2609,09,20260707,2318.0
菜粕,RM2609,09,20260708,2305.0
菜粕,RM2609,09,20260709,2338.0
菜粕,RM2609,09,20260710,2325.0
菜粕,RM2609,09,20260713,2295.0
菜粕,RM2609,09,20260714,2308.0
菜粕,RM2609,09,20260715,2315.0
菜粕,RM2609,09,20260716,2308.0
菜粕,RM2609,09,20260717,2286.0
菜粕,RM2609,09,20260720,2333.0
菜粕,RM2609,09,20260721,2342.0
菜粕,RM2609,09,20260722,2350.0
菜粕,RM2609,09,20260723,2360.0
菜粕,RM2609,09,20260724,2467.0
菜粕,RM2609,09,20260727,2387.0
菜粕,RM2609,09,20260728,2335.0
菜粕,RM2609,09,20260729,2337.0
菜粕,RM2609,09,20260730,2289.0
菜粕,RM2609,09,20260731,2316.0
菜粕,RM2609,09,20260803,2319.0
菜粕,RM2609,09,20260804,2308.0
菜粕,RM2609,09,20260805,2313.0
菜粕,RM2609,09,20260806,2307.0
菜粕,RM2609,09,20260807,2320.0
菜粕,RM2609,09,20260810,2304.0
菜粕,RM2609,09,20260811,2305.0
菜粕,RM2609,09,20260812,2295.0
菜粕,RM2609,09,20260813,2285.0
菜粕,RM2609,09,20260814,2297.0
菜粕,RM2609,09,20260817,2294.0
菜粕,RM2609,09,20260818,2336.0
菜粕,RM2609,09,20260819,2361.0
菜粕,RM2609,09,20260820,2367.0
菜粕,RM2609,09,20260821,2323.0
菜粕,RM2609,09,20260824,2319.0
菜粕,RM2609,09,20260825,2322.0
菜粕,RM2609,09,20260826,2396.0
菜粕,RM2609,09,20260827,2423.0
菜粕,RM2609,09,20260828,2413.0
菜粕,RM2609,09,20260831,2406.0
菜粕,RM2609,09,20260901,2475.0
菜粕,RM2609,09,20260902,2442.0
菜粕,RM2609,09,20260903,2489.0
菜粕,RM2611,11,20260724,2367.0
菜粕,RM2611,11,20260727,2293.0
菜粕,RM2611,11,20260728,2258.0
菜粕,RM2611,11,20260729,2259.0
菜粕,RM2611,11,20260730,2216.0
菜粕,RM2611,11,20260731,2216.0
菜粕,RM2611,11,20260803,2205.0
菜粕,RM2611,11,20260804,2199.0
菜粕,RM2611,11,20260805,2186.0
菜粕,RM2611,11,20260806,2173.0
菜粕,RM2611,11,20260807,2173.0
菜粕,RM2611,11,20260810,2174.0
菜粕,RM2611,11,20260811,2171.0
菜粕,RM2611,11,20260812,2180.0
菜粕,RM2611,11,20260813,2178.0
菜粕,RM2611,11,20260814,2191.0
菜粕,RM2611,11,20260817,2196.0
菜粕,RM2611,11,20260818,2251.0
菜粕,RM2611,11,20260819,2272.0
菜粕,RM2611,11,20260820,2282.0
菜粕,RM2611,11,20260821,2238.0
菜粕,RM2611,11,20260824,2235.0
菜粕,RM2611,11,20260825,2243.0
菜粕,RM2611,11,20260826,2314.0
菜粕,RM2611,11,20260827,2348.0
菜粕,RM2611,11,20260828,2339.0
菜粕,RM2611,11,20260831,2323.0
菜粕,RM2611,11,20260901,2339.0
菜粕,RM2611,11,20260902,2317.0
菜粕,RM2611,11,20260903,2361.0
菜粕,RM2701,01,20260119,2217.0
菜粕,RM2701,01,20260120,2217.0
菜粕,RM2701,01,20260121,2208.0
菜粕,RM2701,01,20260122,2218.0
菜粕,RM2701,01,20260123,2214.0
菜粕,RM2701,01,20260126,2233.0
菜粕,RM2701,01,20260127,2225.0
菜粕,RM2701,01,20260128,2236.0
菜粕,RM2701,01,20260129,2252.0
菜粕,RM2701,01,20260130,2238.0
菜粕,RM2701,01,20260202,2237.0
菜粕,RM2701,01,20260203,2225.0
菜粕,RM2701,01,20260204,2229.0
菜粕,RM2701,01,20260205,2235.0
菜粕,RM2701,01,20260206,2233.0
菜粕,RM2701,01,20260209,2230.0
菜粕,RM2701,01,20260210,2231.0
菜粕,RM2701,01,20260211,2253.0
菜粕,RM2701,01,20260212,2263.0
菜粕,RM2701,01,20260213,2264.0
菜粕,RM2701,01,20260224,2263.0
菜粕,RM2701,01,20260225,2293.0
菜粕,RM2701,01,20260226,2295.0
菜粕,RM2701,01,20260227,2299.0
菜粕,RM2701,01,20260302,2323.0
菜粕,RM2701,01,20260303,2323.0
菜粕,RM2701,01,20260304,2313.0
菜粕,RM2701,01,20260305,2323.0
菜粕,RM2701,01,20260306,2358.0
菜粕,RM2701,01,20260309,2412.0
菜粕,RM2701,01,20260310,2379.0
菜粕,RM2701,01,20260311,2397.0
菜粕,RM2701,01,20260312,2404.0
菜粕,RM2701,01,20260313,2398.0
菜粕,RM2701,01,20260316,2409.0
菜粕,RM2701,01,20260317,2392.0
菜粕,RM2701,01,20260318,2368.0
菜粕,RM2701,01,20260319,2380.0
菜粕,RM2701,01,20260320,2407.0
菜粕,RM2701,01,20260323,2407.0
菜粕,RM2701,01,20260324,2387.0
菜粕,RM2701,01,20260325,2371.0
菜粕,RM2701,01,20260326,2381.0
菜粕,RM2701,01,20260327,2379.0
菜粕,RM2701,01,20260330,2360.0
菜粕,RM2701,01,20260331,2345.0
菜粕,RM2701,01,20260401,2323.0
菜粕,RM2701,01,20260402,2321.0
菜粕,RM2701,01,20260403,2296.0
菜粕,RM2701,01,20260407,2308.0
菜粕,RM2701,01,20260408,2312.0
菜粕,RM2701,01,20260409,2317.0
菜粕,RM2701,01,20260410,2325.0
菜粕,RM2701,01,20260413,2321.0
菜粕,RM2701,01,20260414,2320.0
菜粕,RM2701,01,20260415,2319.0
菜粕,RM2701,01,20260416,2322.0
菜粕,RM2701,01,20260417,2300.0
菜粕,RM2701,01,20260420,2315.0
菜粕,RM2701,01,20260421,2323.0
菜粕,RM2701,01,20260422,2358.0
菜粕,RM2701,01,20260423,2335.0
菜粕,RM2701,01,20260424,2321.0
菜粕,RM2701,01,20260427,2329.0
菜粕,RM2701,01,20260428,2342.0
菜粕,RM2701,01,20260429,2354.0
菜粕,RM2701,01,20260430,2359.0
菜粕,RM2701,01,20260506,2345.0
菜粕,RM2701,01,20260507,2326.0
菜粕,RM2701,01,20260508,2334.0
菜粕,RM2701,01,20260511,2354.0
菜粕,RM2701,01,20260512,2336.0
菜粕,RM2701,01,20260513,2332.0
菜粕,RM2701,01,20260514,2310.0
菜粕,RM2701,01,20260515,2280.0
菜粕,RM2701,01,20260518,2275.0
菜粕,RM2701,01,20260519,2312.0
菜粕,RM2701,01,20260520,2307.0
菜粕,RM2701,01,20260521,2277.0
菜粕,RM2701,01,20260522,2279.0
菜粕,RM2701,01,20260525,2269.0
菜粕,RM2701,01,20260526,2262.0
菜粕,RM2701,01,20260527,2256.0
菜粕,RM2701,01,20260528,2261.0
菜粕,RM2701,01,20260529,2253.0
菜粕,RM2701,01,20260601,2272.0
菜粕,RM2701,01,20260602,2258.0
菜粕,RM2701,01,20260603,2254.0
菜粕,RM2701,01,20260604,2237.0
菜粕,RM2701,01,20260605,2215.0
菜粕,RM2701,01,20260608,2203.0
菜粕,RM2701,01,20260609,2198.0
菜粕,RM2701,01,20260610,2206.0
菜粕,RM2701,01,20260611,2213.0
菜粕,RM2701,01,20260612,2212.0
菜粕,RM2701,01,20260615,2211.0
菜粕,RM2701,01,20260616,2220.0
菜粕,RM2701,01,20260617,2230.0
菜粕,RM2701,01,20260618,2228.0
菜粕,RM2701,01,20260622,2214.0
菜粕,RM2701,01,20260623,2236.0
菜粕,RM2701,01,20260624,2247.0
菜粕,RM2701,01,20260625,2221.0
菜粕,RM2701,01,20260626,2243.0
菜粕,RM2701,01,20260629,2239.0
菜粕,RM2701,01,20260630,2207.0
菜粕,RM2701,01,20260701,2216.0
菜粕,RM2701,01,20260702,2219.0
菜粕,RM2701,01,20260703,2211.0
菜粕,RM2701,01,20260706,2244.0
菜粕,RM2701,01,20260707,2253.0
菜粕,RM2701,01,20260708,2247.0
菜粕,RM2701,01,20260709,2267.0
菜粕,RM2701,01,20260710,2265.0
菜粕,RM2701,01,20260713,2238.0
菜粕,RM2701,01,20260714,2249.0
菜粕,RM2701,01,20260715,2255.0
菜粕,RM2701,01,20260716,2250.0
菜粕,RM2701,01,20260717,2235.0
菜粕,RM2701,01,20260720,2271.0
菜粕,RM2701,01,20260721,2282.0
菜粕,RM2701,01,20260722,2292.0
菜粕,RM2701,01,20260723,2320.0
菜粕,RM2701,01,20260724,2389.0
菜粕,RM2701,01,20260727,2339.0
菜粕,RM2701,01,20260728,2297.0
菜粕,RM2701,01,20260729,2297.0
菜粕,RM2701,01,20260730,2245.0
菜粕,RM2701,01,20260731,2248.0
菜粕,RM2701,01,20260803,2241.0
菜粕,RM2701,01,20260804,2244.0
菜粕,RM2701,01,20260805,2235.0
菜粕,RM2701,01,20260806,2236.0
菜粕,RM2701,01,20260807,2238.0
菜粕,RM2701,01,20260810,2238.0
菜粕,RM2701,01,20260811,2231.0
菜粕,RM2701,01,20260812,2236.0
菜粕,RM2701,01,20260813,2236.0
菜粕,RM2701,01,20260814,2239.0
菜粕,RM2701,01,20260817,2242.0
菜粕,RM2701,01,20260818,2285.0
菜粕,RM2701,01,20260819,2298.0
菜粕,RM2701,01,20260820,2302.0
菜粕,RM2701,01,20260821,2270.0
菜粕,RM2701,01,20260824,2272.0
菜粕,RM2701,01,20260825,2277.0
菜粕,RM2701,01,20260826,2335.0
菜粕,RM2701,01,20260827,2377.0
菜粕,RM2701,01,20260828,2366.0
菜粕,RM2701,01,20260831,2356.0
菜粕,RM2701,01,20260901,2375.0
菜粕,RM2701,01,20260902,2358.0
菜粕,RM2701,01,20260903,2391.0
菜粕,RM2703,03,20260724,2365.0
菜粕,RM2703,03,20260727,2323.0
菜粕,RM2703,03,20260728,2285.0
菜粕,RM2703,03,20260729,2285.0
菜粕,RM2703,03,20260730,2235.0
菜粕,RM2703,03,20260731,2238.0
菜粕,RM2703,03,20260803,2229.0
菜粕,RM2703,03,20260804,2230.0
菜粕,RM2703,03,20260805,2223.0
菜粕,RM2703,03,20260806,2226.0
菜粕,RM2703,03,20260807,2227.0
菜粕,RM2703,03,20260810,2232.0
菜粕,RM2703,03,20260811,2227.0
菜粕,RM2703,03,20260812,2228.0
菜粕,RM2703,03,20260813,2230.0
菜粕,RM2703,03,20260814,2231.0
菜粕,RM2703,03,20260817,2233.0
菜粕,RM2703,03,20260818,2274.0
菜粕,RM2703,03,20260819,2286.0
菜粕,RM2703,03,20260820,2290.0
菜粕,RM2703,03,20260821,2261.0
菜粕,RM2703,03,20260824,2259.0
菜粕,RM2703,03,20260825,2268.0
菜粕,RM2703,03,20260826,2321.0
菜粕,RM2703,03,20260827,2364.0
菜粕,RM2703,03,20260828,2354.0
菜粕,RM2703,03,20260831,2342.0
菜粕,RM2703,03,20260901,2364.0
菜粕,RM2703,03,20260902,2351.0
菜粕,RM2703,03,20260903,2383.0
菜粕,RM2705,05,20260520,2328.0
菜粕,RM2705,05,20260521,2305.0
菜粕,RM2705,05,20260522,2298.0
菜粕,RM2705,05,20260525,2294.0
菜粕,RM2705,05,20260526,2292.0
菜粕,RM2705,05,20260527,2286.0
菜粕,RM2705,05,20260528,2289.0
菜粕,RM2705,05,20260529,2282.0
菜粕,RM2705,05,20260601,2295.0
菜粕,RM2705,05,20260602,2282.0
菜粕,RM2705,05,20260603,2285.0
菜粕,RM2705,05,20260604,2270.0
菜粕,RM2705,05,20260605,2257.0
菜粕,RM2705,05,20260608,2253.0
菜粕,RM2705,05,20260609,2240.0
菜粕,RM2705,05,20260610,2251.0
菜粕,RM2705,05,20260611,2253.0
菜粕,RM2705,05,20260612,2247.0
菜粕,RM2705,05,20260615,2255.0
菜粕,RM2705,05,20260616,2258.0
菜粕,RM2705,05,20260617,2270.0
菜粕,RM2705,05,20260618,2260.0
菜粕,RM2705,05,20260622,2256.0
菜粕,RM2705,05,20260623,2267.0
菜粕,RM2705,05,20260624,2270.0
菜粕,RM2705,05,20260625,2266.0
菜粕,RM2705,05,20260626,2285.0
菜粕,RM2705,05,20260629,2284.0
菜粕,RM2705,05,20260630,2260.0
菜粕,RM2705,05,20260701,2249.0
菜粕,RM2705,05,20260702,2254.0
菜粕,RM2705,05,20260703,2241.0
菜粕,RM2705,05,20260706,2271.0
菜粕,RM2705,05,20260707,2271.0
菜粕,RM2705,05,20260708,2273.0
菜粕,RM2705,05,20260709,2280.0
菜粕,RM2705,05,20260710,2284.0
菜粕,RM2705,05,20260713,2266.0
菜粕,RM2705,05,20260714,2270.0
菜粕,RM2705,05,20260715,2276.0
菜粕,RM2705,05,20260716,2273.0
菜粕,RM2705,05,20260717,2258.0
菜粕,RM2705,05,20260720,2287.0
菜粕,RM2705,05,20260721,2293.0
菜粕,RM2705,05,20260722,2300.0
菜粕,RM2705,05,20260723,2324.0
菜粕,RM2705,05,20260724,2373.0
菜粕,RM2705,05,20260727,2336.0
菜粕,RM2705,05,20260728,2309.0
菜粕,RM2705,05,20260729,2312.0
菜粕,RM2705,05,20260730,2281.0
菜粕,RM2705,05,20260731,2279.0
菜粕,RM2705,05,20260803,2270.0
菜粕,RM2705,05,20260804,2273.0
菜粕,RM2705,05,20260805,2265.0
菜粕,RM2705,05,20260806,2266.0
菜粕,RM2705,05,20260807,2265.0
菜粕,RM2705,05,20260810,2269.0
菜粕,RM2705,05,20260811,2265.0
菜粕,RM2705,05,20260812,2269.0
菜粕,RM2705,05,20260813,2282.0
菜粕,RM2705,05,20260814,2284.0
菜粕,RM2705,05,20260817,2300.0
菜粕,RM2705,05,20260818,2339.0
菜粕,RM2705,05,20260819,2351.0
菜粕,RM2705,05,20260820,2360.0
菜粕,RM2705,05,20260821,2327.0
菜粕,RM2705,05,20260824,2327.0
菜粕,RM2705,05,20260825,2331.0
菜粕,RM2705,05,20260826,2371.0
菜粕,RM2705,05,20260827,2413.0
菜粕,RM2705,05,20260828,2407.0
菜粕,RM2705,05,20260831,2411.0
菜粕,RM2705,05,20260901,2428.0
菜粕,RM2705,05,20260902,2410.0
菜粕,RM2705,05,20260903,2427.0
豆油,y2609,09,20260105,7730.0
豆油,y2609,09,20260106,7774.0
